epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,199,,,,,0.7599999904632568,0.5395333170890808
0,199,,,0.8000683784484863,0.44271552562713623,,
1,399,,,,,0.8113999962806702,0.43180426955223083
1,399,,,0.8399609327316284,0.3650141656398773,,
2,599,,,,,0.7891333103179932,0.4660172760486603
2,599,,,0.859814465045929,0.3301081955432892,,
3,799,,,,,0.7997333407402039,0.4973224699497223
3,799,,,0.8757519721984863,0.2966804504394531,,
4,999,,,,,0.7821333408355713,0.603977620601654
4,999,,,0.8871777057647705,0.27393290400505066,,
5,1199,,,,,0.7945333123207092,0.4791523218154907
5,1199,,,0.898730456829071,0.25096115469932556,,
6,1399,,,,,0.7850000262260437,0.599559485912323
6,1399,,,0.9309667944908142,0.17798255383968353,,
7,1599,,,,,0.7850666642189026,0.6409124732017517
7,1599,,,0.9436816573143005,0.14831465482711792,,
8,1799,,,,,0.79666668176651,0.6745611429214478
8,1799,,,0.952587902545929,0.12700916826725006,,
9,1999,,,,,0.7821999788284302,0.8632664084434509
9,1999,,,0.9615136981010437,0.10603311657905579,,
10,2000,0.781890869140625,0.5650159120559692,,,,
