epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,199,,,,,0.7959333062171936,0.4528670012950897
0,199,,,0.8525683879852295,0.3392293453216553,,
1,399,,,,,0.8129333257675171,0.40887436270713806
1,399,,,0.8974707126617432,0.24998024106025696,,
2,599,,,,,0.8248666524887085,0.41979971528053284
2,599,,,0.9183105230331421,0.2064535915851593,,
3,799,,,,,0.8280666470527649,0.4380668103694916
3,799,,,0.9334375262260437,0.171659454703331,,
4,999,,,,,0.7914000153541565,0.5639569163322449
4,999,,,0.9443359375,0.14447210729122162,,
5,1199,,,,,0.7973999977111816,0.6562742590904236
5,1199,,,0.9545800685882568,0.12016105651855469,,
6,1399,,,,,0.8116000294685364,0.8637016415596008
6,1399,,,0.9829491972923279,0.04932311922311783,,
7,1599,,,,,0.8079333305358887,1.0980936288833618
7,1599,,,0.9937499761581421,0.0206887386739254,,
8,1799,,,,,0.8080666661262512,1.2507524490356445
8,1799,,,0.9966406226158142,0.011591456830501556,,
9,1999,,,,,0.8112000226974487,1.4002885818481445
9,1999,,,0.9974804520606995,0.008543459698557854,,
10,2000,0.74609375,0.616584300994873,,,,
