epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,199,,,,,0.7803999781608582,0.45682647824287415
0,199,,,0.7996581792831421,0.4416469931602478,,
1,399,,,,,0.8198666572570801,0.38542211055755615
1,399,,,0.8388378620147705,0.370402067899704,,
2,599,,,,,0.8080000281333923,0.45098093152046204
2,599,,,0.8618847727775574,0.32558172941207886,,
3,799,,,,,0.7817333340644836,0.4935019016265869
3,799,,,0.8760839700698853,0.2980154752731323,,
4,999,,,,,0.7924666404724121,0.5434727072715759
4,999,,,0.8890429735183716,0.27131935954093933,,
5,1199,,,,,0.8043333292007446,0.47161349654197693
5,1199,,,0.9022070169448853,0.24332523345947266,,
6,1399,,,,,0.7883333563804626,0.5795246362686157
6,1399,,,0.9347851276397705,0.16782261431217194,,
7,1599,,,,,0.7866666913032532,0.6805101633071899
7,1599,,,0.9492089748382568,0.13421685993671417,,
8,1799,,,,,0.7835333347320557,0.816800057888031
8,1799,,,0.9588574171066284,0.11047635227441788,,
9,1999,,,,,0.7820666432380676,0.9003522396087646
9,1999,,,0.9684668183326721,0.08794685453176498,,
10,2000,0.76708984375,0.5119186639785767,,,,
