epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,199,,,,,0.7639333605766296,0.5335547924041748
0,199,,,0.8540429472923279,0.3363962471485138,,
1,399,,,,,0.7712666392326355,0.5713396072387695
1,399,,,0.8989941477775574,0.24982351064682007,,
2,599,,,,,0.7971333265304565,0.46687886118888855
2,599,,,0.917773425579071,0.20518140494823456,,
3,799,,,,,0.8150666952133179,0.4894416630268097
3,799,,,0.9322460889816284,0.1745937168598175,,
4,999,,,,,0.7896000146865845,0.6596197485923767
4,999,,,0.9450879096984863,0.14394499361515045,,
5,1199,,,,,0.7937999963760376,0.7492724657058716
5,1199,,,0.9556738138198853,0.11855289340019226,,
6,1399,,,,,0.7861999869346619,0.8249256014823914
6,1399,,,0.9635546803474426,0.09973382204771042,,
7,1599,,,,,0.7977333068847656,0.9696981906890869
7,1599,,,0.9873828291893005,0.03845454752445221,,
8,1799,,,,,0.8023333549499512,1.1540547609329224
8,1799,,,0.9954980611801147,0.015345584601163864,,
9,1999,,,,,0.8034666776657104,1.2861249446868896
9,1999,,,0.997363269329071,0.009735191240906715,,
10,2000,0.78680419921875,0.5106210112571716,,,,
