epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,199,,,,,0.8214666843414307,0.39994192123413086
0,199,,,0.8527441620826721,0.33782923221588135,,
1,399,,,,,0.8058000206947327,0.4566629230976105
1,399,,,0.8986230492591858,0.24916286766529083,,
2,599,,,,,0.7983333468437195,0.45514050126075745
2,599,,,0.9166504144668579,0.2085348665714264,,
3,799,,,,,0.7719333171844482,0.6130934953689575
3,799,,,0.9337792992591858,0.17191936075687408,,
4,999,,,,,0.7702000141143799,0.6441366672515869
4,999,,,0.9455175995826721,0.14258313179016113,,
5,1199,,,,,0.8065999746322632,0.757006049156189
5,1199,,,0.9779687523841858,0.0643022358417511,,
6,1399,,,,,0.8009999990463257,0.9762627482414246
6,1399,,,0.990039050579071,0.03202296793460846,,
7,1599,,,,,0.8044666647911072,1.1603519916534424
7,1599,,,0.9946093559265137,0.01865413598716259,,
8,1799,,,,,0.8019333481788635,1.2737674713134766
8,1799,,,0.9961718916893005,0.012790295295417309,,
9,1999,,,,,0.8036666512489319,1.316814661026001
9,1999,,,0.9976367354393005,0.00846259668469429,,
10,2000,0.807891845703125,0.45930540561676025,,,,
